player_name,country,teams,account_id,opendota_name,liquipedia_title,photo_url,match_count,wins,recent_match_count,recent_wins,avg_kills,avg_deaths,avg_assists,avg_gpm,avg_xpm
Ykiubi,Poland,Sorry If I took Forever,160102698,Ykiubi,,https://avatars.steamstatic.com/df1e26512776f4f3e06ad89ff6e448a4e8481c64_full.jpg,11734,6003,20,12,8.5,9.9,15.2,580.65,776.1
fraqqerz,Russia,MOLITES',172276619,fraqqerz,,https://avatars.steamstatic.com/e51f9d62d7fc0d92b7c65c20526a8d72fd4e635f_full.jpg,3505,1825,20,9,7.7,4.75,9.8,1183.2,1936.6
Taid3v,Serbia,Crowned Raven,1213802866,Taid3v,,https://avatars.steamstatic.com/797bb160d899bad30694df1b759cf701786e5cc0_full.jpg,841,425,20,7,6.1,13.9,11.75,441.4,665.8
xynestar,Singapore,Dragon X,1018967767,xynestar,,https://avatars.steamstatic.com/b7a141a234cdb863a57ada151b411957161cb8af_full.jpg,1239,644,20,13,11.15,5.5,10.6,1160.6,1609.55
Xibbe,Sweden,ITB.Shuffle,50580004,Xibbe,,https://avatars.steamstatic.com/a0e7d06e8a9cd0da892aafc5db74368a59aeb3e5_full.jpg,6110,3285,20,7,5.1,4.8,10.5,523.15,653.1
dandiidie,Switzerland,Skill Issue,336943123,dandiidie,,https://avatars.steamstatic.com/6d74ac2da795305043bdd63a381cef0d3129230d_full.jpg,3636,1845,20,10,16.7,9.2,14.65,677.0,928.45
KNP,Thailand,UD VESSUWAN,285770518,KNP,,https://avatars.steamstatic.com/d474f29d2599ec77533d36a0f74b712433af19fb_full.jpg,7689,3881,20,7,3.35,4.85,10.45,493.6,578.35
Sneaky,Turkey,Türkiye,1133388674,Sneaky,,https://avatars.steamstatic.com/f9b18d3a86d5a65de470629c17cf8dc8fb576f42_full.jpg,9568,5041,20,10,13.35,5.35,11.15,850.65,1205.3
BASS,UNK,святая русь,1509322151,BASS,,https://avatars.steamstatic.com/183414a2f33a6dfa4f70c28c7fde83b8250be0db_full.jpg,21,9,20,12,7.0,6.75,16.4,648.75,1112.0
SoNNeikO,UZ,StoRm,117421467,SoNNeikO,,https://avatars.steamstatic.com/1f022d79416a632c65fe51d214ca87fa2efec045_full.jpg,13195,7125,20,11,2.8,6.05,17.3,348.3,455.25
sasynchenko,Ukraine,satanizza family,1220450470,sasynchenko,,https://avatars.steamstatic.com/e17b024f81635f2b7c21c23d61948d1403389310_full.jpg,2172,1096,20,10,7.9,6.45,10.9,615.7,840.55
Sneyking,United States,Team Falcons,10366616,Sneyking,,https://avatars.steamstatic.com/94de21fe24bf907f2a1a5c83427d3fb7664598e7_full.jpg,14278,8734,20,9,2.1,6.55,12.5,328.9,448.35
Castaway,ZA,Neon Esports,108997922,Castaway,,https://avatars.steamstatic.com/171c04818ecfb6c959636bd5b1c85a0ded88f0cc_full.jpg,13783,7383,20,6,2.7,7.05,13.85,321.75,415.75
Anvу,AG,Team Uninvited,1530533180,Anvу,,https://avatars.steamstatic.com/19122435e66d455ad9b8dc6c9880e8478afe64fd_full.jpg,1820,922,20,11,5.45,8.1,8.2,449.95,606.25
schizophrenia,AO,Колбаса(БАВАРСКАЯ),282525078,schizophrenia,,https://avatars.steamstatic.com/0bb6b3872ee88bed8b661638d679843089c0532f_full.jpg,682,360,20,10,6.3,7.4,11.45,933.65,1481.55
raregods,AS,VP.Prodigy,847851833,raregods,,https://avatars.steamstatic.com/baed3785e59247f15a50262ecf2a4b97420c92d6_full.jpg,1154,640,20,9,5.0,6.9,14.1,343.0,480.6
Ritsu`,AX,Team Prodigy,1254653811,Ritsu`,,https://avatars.steamstatic.com/f0b9f3e166ace73b3d6e11ca342a82b412bf862a_full.jpg,363,183,20,14,10.7,4.6,13.45,619.45,843.85
KG_Zayac,Afghanistan,Natus Vincere,111030315,KG_Zayac,,https://avatars.steamstatic.com/7da8bee5ef00f9e8437ea19fcb6b89bd3fca9217_full.jpg,11033,5865,20,8,2.05,7.25,12.0,272.2,429.9
queezy,Albania,234к234,206097366,queezy,,https://avatars.steamstatic.com/0514cce436dab288db9cef88a0bebb0dc9b87991_full.jpg,5149,2835,20,11,4.5,5.15,11.8,330.75,470.9
Mimeka,Argentina,Argentum,475073810,Mimeka,,https://avatars.steamstatic.com/6054ac92870744ea3f522fe0d412861d86179263_full.jpg,156,81,20,9,5.4,7.45,13.9,700.4,1344.05
anotherhope,Australia,SHOVEL,292462468,anotherhope,,https://avatars.steamstatic.com/b7066fb6ff81e0241bea7620e0bda9e06b669c13_full.jpg,448,212,20,7,10.05,7.15,11.8,570.55,783.5
YuL <,BO,GoD SecreT,161158932,YuL <,,https://avatars.steamstatic.com/c00be90e7f6e04ea515e2cba49f8c5f5cba4ed5a_full.jpg,7652,3950,20,10,6.55,7.25,12.75,517.6,737.45
vetmo,BY,paris x gen,1097934237,vetmo,,https://avatars.steamstatic.com/9ab921c0bf427f1bca7dfec1af2a2bb436fd616a_full.jpg,1556,882,20,7,5.65,12.35,17.0,397.75,589.15
kaffs,Brazil,HEROIC,111750003,kaffs,,https://avatars.steamstatic.com/f95352c08e912225bd1081df4ca75fc45cf2927b_full.jpg,24453,12678,20,9,8.15,6.95,13.6,971.1,1638.0
YiSuS,CO,Chandogs,197813893,YiSuS,,https://avatars.steamstatic.com/9103fd74465ff2e604398c829e03900ee8f609b1_full.jpg,11641,6050,20,10,6.15,4.7,11.45,559.55,768.6
13yosavage,CX,SISKI GAMING,1789558125,13yosavage,,https://avatars.steamstatic.com/2eee36f37a6671df31ad3559ecd8a7f72ad07021_full.jpg,607,319,20,8,3.65,9.9,17.8,314.7,560.85
Haru2:23am,Canada,Rolling Mayhem,251464180,Haru2:23am,,https://avatars.steamstatic.com/00ab2bde37dd7fbcfdffa56e93d533853c3bb09e_full.jpg,1791,950,20,10,6.85,7.4,14.3,833.15,1345.7
SapitoTucherazo,Chile,LA BANDA DEL CHOCLITO,1088737655,SapitoTucherazo,,https://avatars.steamstatic.com/b6e775a4b6756a8e76654e8c91537a9ee6140625_full.jpg,578,301,20,10,5.4,7.25,15.7,727.25,1432.1
EchozZ,China,LGD Gaming,315272623,EchozZ,,https://avatars.steamstatic.com/9e7ada9a01cb8f831ffb245386f7e6b1c74a2dc0_full.jpg,6300,3366,20,10,6.35,3.8,13.65,533.35,693.85
asdfas,Czech Republic,Testa ssfd a,43152130,asdfas,,https://avatars.steamstatic.com/36e878608f41c132a15e8eb1002eb7c9492d0842_full.jpg,761,395,20,8,2.95,7.85,14.15,313.85,482.65
Mentor-,DZ,Team Dark Side,433280853,Mentor-,,https://avatars.steamstatic.com/dab810aa72833f62cbbb99eb1e164708d9b4051a_full.jpg,4560,2365,20,9,11.35,7.35,10.75,598.75,892.55
Y-Mfck,Denmark,Polikarpicks,372631820,Y-Mfck,,https://avatars.steamstatic.com/055fc96f20fe25f2e59d926f67865f5bf686959f_full.jpg,1180,666,20,11,7.25,7.8,16.0,577.85,870.95
Rosalinda,EC,Infinity Queen,126479618,Rosalinda,,https://avatars.steamstatic.com/f6e0bee8c028d31d7ad3b7013b0c606720ea10e6_full.jpg,6266,3121,20,11,4.95,9.15,19.25,359.05,528.1
MTD,Finland,American goons,112426916,MTD,,https://avatars.steamstatic.com/6beaeff340c7b6ad5216b1aa96341aeba3bda4f1_full.jpg,16585,8730,20,8,9.15,4.35,11.35,562.65,704.45
Mo13ei,Germany,Ancient Tribe,106755427,Mo13ei,,https://avatars.steamstatic.com/e0b06b910a1db811a4fc61ef09df6f7fa53ee3e2_full.jpg,6646,3575,20,13,11.05,3.1,11.35,640.45,779.85
LVNATIC,IE,Wongs Bakery,136283288,LVNATIC,,https://avatars.steamstatic.com/11bdae5f2532be043bd91d17cfd49bca8fa966ea_full.jpg,13955,7164,20,12,6.05,6.35,17.6,342.3,514.5
Riseiya卿,Indonesia,AIR DEVOURER,1053306917,Riseiya卿,,https://avatars.steamstatic.com/c22e671d737ff3ee200426738db7ead5f2d836dc_full.jpg,328,164,20,9,9.0,5.3,15.25,563.25,770.8
aquazor,JP,aquazor,460468421,aquazor,,https://avatars.steamstatic.com/d174f1c3a6674a63ac865622a38dd3abe9338171_full.jpg,619,322,20,12,13.5,6.25,10.0,740.25,996.05
AfrOmoush,Jordan,Team Falcons,92253768,AfrOmoush,,https://avatars.steamstatic.com/0fee696c19f0739468d0aa41b222e51499fe4b33_full.jpg,14133,7287,20,11,9.45,5.6,15.05,838.25,1263.0
double rr,Kazakhstan,Team Bella,1569369948,double rr,,https://avatars.steamstatic.com/b7066fb6ff81e0241bea7620e0bda9e06b669c13_full.jpg,1024,481,20,10,11.15,8.25,13.75,564.1,796.75
JACKBOYS,LA,BOOM Esports,392565237,JACKBOYS,,https://avatars.steamstatic.com/5ae44ea56bef4e18ca8b54b9fe9d3e73412eef62_full.jpg,13017,7041,20,17,7.95,2.5,10.7,719.65,845.0
Teacher_Bauer,Latvia,ASTRAL,189155334,Teacher_Bauer,,https://avatars.steamstatic.com/dda2b3a5f34d40aa23bad922ef3d9fb8f6661c58_full.jpg,10175,5264,20,9,5.45,9.95,19.65,376.15,510.65
OmaR,Lebanon,Nigma Galaxy,152168157,OmaR,,https://avatars.steamstatic.com/168e58ab48ab4c2f7e89e4cdd44588a4dd945c15_full.jpg,9869,5287,20,12,3.55,6.5,11.85,293.25,441.9
Yamato,MW,team мacaн,1114001205,Yamato,,https://avatars.steamstatic.com/0fdd349a23282004a59db789b13c1a8b9df5c97c_full.jpg,2459,1252,20,11,9.9,5.1,7.05,1069.65,1745.05
Wonder'boy,Malaysia,Rectify,322925642,Wonder'boy,,https://avatars.steamstatic.com/b687b188e392743b1f0f6ed0d3facc3fe1a7adea_full.jpg,7571,4065,20,10,8.1,4.8,12.8,544.25,696.4
FortuneSoul,Mongolia,Team Tough,886742476,FortuneSoul,,https://avatars.steamstatic.com/4769bf3e846ec36efaf37a25a60c85f1db54ee8d_full.jpg,3348,1810,20,6,8.9,5.55,9.05,598.25,761.4
DanSing,Netherlands,4 Includes + Void Main,208785811,DanSing,,https://avatars.steamstatic.com/37a5c9716bd67aa6c36bd8b53e8a42cf22dfc454_full.jpg,2263,1125,20,9,6.65,7.8,11.4,545.3,779.1
SumaiL-,Pakistan,Nigma Galaxy,111620041,SumaiL-,,https://avatars.steamstatic.com/e452d9c398d20ddbea1faa0c15ff417ff0bf5b02_full.jpg,9435,5076,20,11,7.7,3.6,9.75,596.4,740.7
Razor,Peru,TEAM VORTEX,878020615,Razor,,https://avatars.steamstatic.com/00871997bcc2bf318d7f1b32196e2128e7c4db01_full.jpg,2082,1077,20,10,6.3,6.5,15.45,533.45,778.6
Kuku^,Philippines,Talon,184950344,Kuku^,,https://avatars.steamstatic.com/f37f5c486fa4427e1949987a5f2e568352d43ba3_full.jpg,12279,6583,20,9,1.8,6.4,13.55,318.2,430.9
curable,Poland,psychoforce,1009135753,curable,,https://avatars.steamstatic.com/8df3fbb9717a9433d4c709138700c25228676cb9_full.jpg,538,275,20,10,7.95,8.2,12.05,901.9,1578.25
selfhate,Russia,Sibe Team,1041276674,selfhate,,https://avatars.steamstatic.com/1f4c2a5f637f099b61f07b91dcc8a67b7064051a_full.jpg,8778,4605,20,9,6.9,2.8,7.85,634.55,726.3
MikSa`,Serbia,Nemiga Gaming,374875067,MikSa`,,https://avatars.steamstatic.com/edba6183df35292bc4d9c63c8d6ec46b4bde1fae_full.jpg,2553,1329,20,6,6.65,5.2,9.25,542.65,652.7
poloson,Singapore,Xtreme Gaming,76904792,poloson,,https://avatars.steamstatic.com/faca96225e41a9a98e75d5b1e7e77ea9f58a0c2c_full.jpg,13651,7878,20,12,2.2,4.95,14.95,341.15,485.95
Handsken,Sweden,Rest Farmers,18180970,Handsken,,https://avatars.steamstatic.com/1e27bcd82490cbeaea37913b73bb20798fbc59fa_full.jpg,9321,5170,20,14,7.05,4.75,16.5,530.5,659.6
dii33peaer,Switzerland,EMMAGOD,912373527,dii33peaer,,https://avatars.steamstatic.com/782a0ba98b628553043d17f73d25f3f9adfb6b49_full.jpg,1070,508,20,9,8.5,7.4,11.05,691.75,1115.2
Boombui,Thailand,UD VESSUWAN,101460882,Boombui,,https://avatars.steamstatic.com/c3043196af41e4cfa0ebecdce39563ccaf6d883c_full.jpg,9956,5414,20,4,3.25,7.1,9.15,287.25,387.3
DeLaMalice,Turkey,GJJ,294575098,DeLaMalice,,https://avatars.steamstatic.com/ccec0911ed349c6a95b5d8f2a0aaa568df1ace4c_full.jpg,5088,2588,20,12,11.85,6.25,10.7,834.55,1203.95
Roy,UNK,Cloud Rising,325674279,Roy,,https://avatars.steamstatic.com/20e654bbb1b44c5cdf6929a518fca736c21448a3_full.jpg,3384,1743,20,3,3.3,5.25,8.2,437.05,544.2
TheRealYou,Ukraine,Team Boyko,190600707,TheRealYou,,https://avatars.steamstatic.com/19a7a08d97dbaeb2f531624ed610550a58139407_full.jpg,3662,1846,20,7,7.85,6.8,8.9,558.05,733.15
~(fashion)~,United States,Team ~Fashon~,1112430704,~(fashion)~,,https://avatars.steamstatic.com/3c0635902fd9d6c6f4dc0a0eba1a20ab591275fd_full.jpg,489,252,20,11,6.9,8.25,10.3,491.5,730.4
Q7,AG,Cloud Rising,307291170,Q7,,https://avatars.steamstatic.com/82bd3e1f3b73a0122b60142f609043f7a422d13f_full.jpg,5059,2654,20,4,6.0,4.35,7.55,493.5,588.9
TIMS,AO,OG,155494381,TIMS,,https://avatars.steamstatic.com/d75886f28d853cd5a09233668a6fe640faa17637_full.jpg,12258,6636,20,7,2.3,7.0,12.4,293.05,457.95
yamiru,AS,Digital Vortex,1511302712,yamiru,,https://avatars.steamstatic.com/ddaabfebecce9b92a2a58d4c98b0831ef19c09d9_full.jpg,1935,978,20,12,7.75,5.8,8.0,595.75,767.5
~109,AX,Yaicastan,1036826076,~109,,https://avatars.steamstatic.com/b6dd783c884bd6745cd7ad9b47946c5fe6087336_full.jpg,1689,901,20,11,7.65,8.2,12.05,1353.1,2132.15
exceso,Afghanistan,Elegia,303143269,exceso,,https://avatars.steamstatic.com/64455b3f80e6419b182bf68c483de214f5f56d75_full.jpg,2959,1523,20,10,9.9,6.8,18.95,530.55,747.65
aethereaL,Albania,airstrike,1007207973,aethereaL,,https://avatars.steamstatic.com/001920b54ca0e3c610d90a2303fbb0e09d43e9d5_full.jpg,3427,1732,20,11,10.35,6.6,12.85,653.6,1012.55
ASEEPHASEOFREQUIEM,Argentina,ParaDoxy,967850011,ASEEPHASEOFREQUIEM,,https://avatars.steamstatic.com/a9a86847343c0df015cf0a1a315de6d6c68dc699_full.jpg,617,302,20,7,8.9,6.85,7.8,848.05,1300.7
布道.BruceWayne,BO,Trash,890928937,布道.BruceWayne,,https://avatars.steamstatic.com/688dfd63f3631c2e999c959eb42234343858059b_full.jpg,3175,1676,20,9,8.55,6.65,13.85,542.2,719.6
Ainkrad,BY,One Move,196482746,Ainkrad,,https://avatars.steamstatic.com/83ec45029f31b72ff976a023557def37e7c7b2a4_full.jpg,6715,3593,20,9,6.55,3.75,9.3,598.7,775.95
NeiS,Brazil,Olympos Gaming,126786536,NeiS,,https://avatars.steamstatic.com/acbe3f68510e1c0d53a5991706ac4c8f35d32d0d_full.jpg,3663,1969,20,15,6.75,7.4,20.9,441.5,700.8
KrutoiGleb02,CX,PiPiTeam,1272050859,KrutoiGleb02,,https://avatars.steamstatic.com/422502fb7ce60648b8b48db8d07a46633a369316_full.jpg,448,211,20,4,3.1,7.5,9.8,719.95,1329.8
noNstop`,Canada,Team Cent Gang,341433367,noNstop`,,https://avatars.steamstatic.com/fcc7517474c6f38506bd3c20c229e01fdaccf56b_full.jpg,2387,1253,20,6,5.95,7.45,9.15,728.0,788.55
Skureesh,Czech Republic,Oclosses,351878414,Skureesh,,https://avatars.steamstatic.com/9ebf00ac75dabd81cab29c8f264cba74800bc7e6_full.jpg,1925,1020,20,9,6.5,11.55,12.45,764.25,1202.5
ukiotaki 凛,DZ,Asakura Dynasty,1181768694,ukiotaki 凛,,https://avatars.steamstatic.com/73f477b28606095647a365fce31c9471c009a480_full.jpg,3832,1954,20,10,9.0,6.5,11.65,643.45,866.1
間,EC,gurza_team,,間,,https://avatars.steamstatic.com/2e8fbe1a1c6e86fe4c26bece772e70a9d5b67fcc_full.jpg,0,0,0,0,,,,,
Copy,Germany,nouns,115651292,Copy,,https://liquipedia.net/commons/images/6/63/Copy_PGL_Wallachia_Season_1.jpg,15517,8062,20,11,7.7,4.0,10.7,617.0,782.55
Kang Sun-Da,Indonesia,REMAKE,1265404308,Kang Sun-Da,,https://avatars.steamstatic.com/2d7c1b5a86bf4fb4357f2139c2df7351434d6aaf_full.jpg,2320,1226,20,9,4.55,8.2,17.85,386.6,491.4
Sixcius,JP,Ashes Burn,129355051,Sixcius,,https://avatars.steamstatic.com/00ab2bde37dd7fbcfdffa56e93d533853c3bb09e_full.jpg,10188,5121,20,10,9.45,7.15,10.15,491.0,663.5
kittygawa,Kazakhstan,yung,1739804262,kittygawa,,https://avatars.steamstatic.com/c2e4c3590a09305a72915fd071436eb6a3303961_full.jpg,326,183,20,11,7.55,6.1,9.65,1284.1,2004.55
GH,Lebanon,Nigma Galaxy,101356886,GH,,https://avatars.steamstatic.com/9323e904b3e324623ff4cbad97f0260ce70bde08_full.jpg,16197,8918,20,12,2.0,4.6,11.75,320.35,435.75
Fearing,Malaysia,322 Official,197463631,Fearing,,https://avatars.steamstatic.com/2d7dfa122c712d6fcee3bfd8940abba1c13ce14b_full.jpg,766,363,20,13,7.95,5.15,14.9,520.35,703.35
αce,Mongolia,IHC,274078636,αce,,https://avatars.steamstatic.com/55dc62954e6dfebf065d86a82998e5202ed109e3_full.jpg,5332,2771,20,10,3.0,8.25,13.05,290.55,424.95
Crystallis,Netherlands,Tundra Esports,127617979,Crystallis,,https://avatars.steamstatic.com/50f8809ffd5483bcd0f025cc92db882b459b068c_full.jpg,12943,7003,20,5,6.15,4.75,6.6,598.55,700.8
MoOz,Peru,beastcoast,349310876,MoOz,,https://avatars.steamstatic.com/d9388b1e870dcd7d3c71d708078fb1a7820efc3e_full.jpg,4914,2584,20,13,3.15,5.65,13.75,349.05,467.35
Efking,Philippines,Made in Philippines,126323933,Efking,,https://avatars.steamstatic.com/c6bb89d34397fe6f55b2e761744a11a53911d800_full.jpg,2233,1161,20,8,8.55,9.8,15.25,504.35,688.4
Ruspo,Russia,felt,129461963,Ruspo,,https://avatars.steamstatic.com/563635f2247ff21f89a5cdc44dd435ba118619bf_full.jpg,5851,3084,20,15,9.9,5.5,13.65,730.8,789.15
Kordan,Singapore,Team Secret,262838756,Kordan,,https://avatars.steamstatic.com/539d76500d9b15c9cf3da8aa6f8eb3f0cd4febed_full.jpg,5195,2852,20,9,6.35,3.6,10.2,578.25,730.6
Insania,Sweden,Team Liquid,54580962,Insania ,,https://avatars.steamstatic.com/09419f7e0fa28901a8f290548e956d677c764468_full.jpg,10718,5714,20,8,2.9,5.8,13.85,326.65,440.7
LionaX,Thailand,UD VESSUWAN,58429537,LionaX,,https://avatars.steamstatic.com/7edbe3862db4763224111b8fe77d94d5bf3f287c_full.jpg,5262,3036,20,7,3.3,8.25,16.05,313.3,423.2
Flam3s,Turkey,Shadow Protocol,289101818,Flam3s,,https://avatars.steamstatic.com/dbf8afd3b9af225915ede6fb0b6d6ea9eb8013fe_full.jpg,1064,496,20,10,5.6,6.8,18.5,1036.9,1861.25
T0phs,UNK,Avalanche eSports,220804071,T0phs,,https://avatars.steamstatic.com/0b436a143e51db87ebe4064e2ccbec5f520c8f4e_full.jpg,3196,1707,20,11,6.45,5.1,13.35,505.05,713.15
DaRk1cH,Ukraine,Frog Champ | Reapers From The Moon,1038461422,DaRk1cH,,https://avatars.steamstatic.com/2c772e5bebe609e4496df767aaa478728075361d_full.jpg,5743,2873,20,10,6.85,6.75,15.45,481.7,647.05
emp,United States,GRIN Esports,192120253,emp,,https://avatars.steamstatic.com/175eeae5acfdac536f0bd611cb8d59fe8d8a2bee_full.jpg,15948,9399,20,13,7.5,5.4,16.05,544.0,681.1
Whitemon,AS,Tundra Esports,136829091,Whitemon,,https://avatars.steamstatic.com/d46f1d37433ad9c3e2b8a4c3ca9d6bb2f1dcd369_full.jpg,15924,8530,20,10,1.9,6.85,13.1,312.25,429.9
УvaR04ka,AX,Team Aurochs,1167197697,УvaR04ka,,https://avatars.steamstatic.com/25edc953d928e1b522104983ead789ba6d7fc9c9_full.jpg,1218,653,20,11,9.15,6.95,13.15,1040.95,1836.1
Spard4a,Afghanistan,Majin,878165885,Spard4a,,https://avatars.steamstatic.com/09b7b0be4fb444e194d0aaf3d9a1c370cb73c930_full.jpg,2601,1353,20,10,6.0,5.5,9.2,1180.55,1829.75
rxs,Albania,Team Shattermind,1193527330,rxs,,https://avatars.steamstatic.com/adfa0569aebe7f04ff2f930d35fd36dcbac68edd_full.jpg,2111,1134,20,11,10.0,5.95,16.75,560.35,742.2
BYSMYLAH,Argentina,Bysmylah Allah,1135387591,BYSMYLAH,,https://avatars.steamstatic.com/0667415109d6694dfcfa0d417bb69384b52b3b7f_full.jpg,198,107,20,9,10.5,8.95,10.45,539.95,745.8
FreezyRipper,Australia,团团圆圆,837129090,FreezyRipper,,https://avatars.steamstatic.com/e0fd75c58052eb0e80f050e6c825569cc9dec88c_full.jpg,3921,1994,20,8,1.95,3.75,8.65,484.25,888.45
Michael~,BO,Infinity,248180032,Michael~,,https://avatars.steamstatic.com/87fa50401d63c6e740d7b5c30cc1c730aaa3ee8d_full.jpg,8030,4497,20,11,2.45,4.45,11.85,273.25,403.0
Utsuro,BY,Eclipse Squad,319285567,Utsuro,,https://avatars.steamstatic.com/5217cc2a733583bef2d4180c442cc40538c2d305_full.jpg,2268,1115,20,9,4.25,7.35,17.65,376.6,652.5
Ursaal,Brazil,waawaw123,1062336450,Ursaal,,https://avatars.steamstatic.com/0c51e4129f8f62b7371fc97dddf29903ee63076a_full.jpg,2368,1292,20,8,10.8,6.9,14.05,526.7,715.8
k,CX,SISKI GAMING,1268314778,k,,https://avatars.steamstatic.com/69939f25af66b33aca1187146385d3e1f507658f_full.jpg,18,11,18,11,11.17,6.28,12.67,679.72,915.44
Jenkins,Canada,Fart Studios,95145869,Jenkins,,https://avatars.steamstatic.com/7a48e6e68aefd9db589a8b16c8c0d68cb75ec519_full.jpg,14833,7830,20,8,6.35,9.3,16.5,540.55,738.25
wawa,China,Harakiri Team,1095862876,wawa,,https://avatars.steamstatic.com/caaf3e13a30bd1cba54910da02430717047a3bf7_full.jpg,674,359,20,8,12.8,7.25,10.55,1332.3,2165.1
HarryM,Czech Republic,BŮČCI 5 VŮNÍ,9742724,HarryM,,https://avatars.steamstatic.com/c4c233e58323914c009ff1f18614c6c91fdd163f_full.jpg,12932,6525,20,11,6.25,9.35,18.35,584.65,968.2
Azumi,DZ,Mad Kings Esports,431280976,Azumi,,https://avatars.steamstatic.com/7453156704026eb1f84f883564291162343cdc6d_full.jpg,2802,1462,20,9,10.45,5.8,13.1,591.8,825.15
ICO9,Germany,Alt,1091540758,ICO9,,https://avatars.steamstatic.com/f6cdcb81a978399ae81e62e1625a98fcf6c3a4fe_full.jpg,1096,550,20,7,3.4,9.0,8.15,786.95,1561.5
Fbz,Indonesia,REKONIX,156328257,Fbz,,https://avatars.steamstatic.com/235e6e10cd66af9a6c42020f8053cf3a32508522_full.jpg,11262,6188,20,4,4.4,4.65,7.85,528.5,658.2
ReM<3,JP,Rems Isekai Adventure,319495561,ReM<3,,https://avatars.steamstatic.com/bd81c614543119c53d1237228216b22eafd51024_full.jpg,6321,3433,20,14,12.75,4.7,10.7,747.3,1014.6
ApF~,Kazakhstan,свага),1085701691,ApF~,,https://avatars.steamstatic.com/53582f3ce584b019087aa3b6c43d14b37b496a5d_full.jpg,6024,3062,20,10,8.05,12.6,17.15,480.9,636.8
TrazaM,Malaysia,MAG.Yolo,126397214,TrazaM,,https://avatars.steamstatic.com/eb048191a189ba56c5c32e48027a233c7208dcca_full.jpg,13770,7584,20,9,4.05,6.45,17.95,329.45,505.55
Ikigai鷹,Mongolia,Team Tough,878613736,Ikigai鷹,,https://avatars.steamstatic.com/47ad676481368bdd8e4973e9b9546af3b141d8f5_full.jpg,8348,4390,20,10,7.6,4.45,10.05,549.85,673.05
Lal Dareツ,Netherlands,6ARCEL0NA,1180215495,Lal Dareツ,,https://avatars.steamstatic.com/4bdfa722690884bae8baeb5937fbbb8412c62771_full.jpg,14,9,20,10,7.4,5.55,14.15,892.55,1569.05
M3liodaS,Peru,EARTH GAMING | Meraki Gaming,215073905,M3liodaS,,https://avatars.steamstatic.com/dd6f1b620e8566f2a003eb0f0be0764a75b649da_full.jpg,61,22,20,7,3.7,8.9,12.75,278.5,394.95
JG,Philippines,Neon Esports,136737280,JG,,https://avatars.steamstatic.com/d9c85981bca4416dd554d79a57da6a470ce26ee8_full.jpg,6248,3490,20,11,3.25,3.75,12.5,475.8,617.2
Yuki死神,Russia,Elysium Knights,1674235598,Yuki死神,,https://avatars.steamstatic.com/e354830d73728a493ed2091d5102483a6a2d5157_full.jpg,955,487,20,8,8.55,7.8,11.15,525.85,718.8
Pajkatt,Sweden,4 Clover & Lepricon,174492570,Pajkatt,,https://liquipedia.net/commons/images/a/a5/Pajkatt_Supermajor.jpg,5323,2685,20,9,11.1,9.85,14.35,584.65,841.65
Yoo,Thailand,Apex Predator,990684094,Yoo,,https://avatars.steamstatic.com/3c5a41413a63a7da43016fc8e2fc944ed4c8010d_full.jpg,2283,1205,20,7,7.7,7.55,9.4,523.35,679.8
millky,Turkey,GRIN Esports,276096844,millky,,https://avatars.steamstatic.com/b6849da8e1514845e29572d8d7510a2720615ea3_full.jpg,8858,4762,20,12,11.85,5.1,14.35,1394.2,2075.55
