player_name,country,teams,account_id,opendota_name,liquipedia_title,photo_url,match_count,wins,recent_match_count,recent_wins,avg_kills,avg_deaths,avg_assists,avg_gpm,avg_xpm
Pure,UNK,Tundra Esports,331855530,Pure,,https://avatars.steamstatic.com/6a15a40b9c4be622c109e679ac5350992ea5d0a2_full.jpg,3192,1822,20,14,9.25,3.65,9.8,710.55,845.65
Fernans,Ukraine,Inner Circle,1172719712,Fernans,,https://avatars.steamstatic.com/afa8a4d8b1376962dd712dfbbbaa008f51ec01c6_full.jpg,9207,4813,20,9,3.4,6.35,15.75,292.05,461.6
albinozebra1,United States,4 Amigos,98961223,albinozebra1,,https://avatars.steamstatic.com/5a6f5484e3ca63f8c07685182910a4d3ce278927_full.jpg,12304,6990,20,9,10.0,8.15,17.35,562.45,795.95
Maya,AS,Sentinel Roses,327324197,Maya,,https://avatars.steamstatic.com/11e8a6820cd6483e533798db47f1c349ced388da_full.jpg,134,71,20,9,6.15,7.0,16.0,367.7,551.5
xd^,AX,Trogaem,1229143838,xd^,,https://avatars.steamstatic.com/b9fd72c3203455b5cafa9740d26f3e98f3bd9e22_full.jpg,1117,576,20,9,9.65,6.5,9.6,1041.0,1640.95
AMS,Afghanistan,Придира?,278391666,AMS,,https://avatars.steamstatic.com/9f5203b7fe2a02b3402d34ecc0d4fcdb03238bd6_full.jpg,1157,586,20,8,5.4,10.4,11.7,442.15,625.15
plat1na,Albania,Team Verpus,1687731050,plat1na,,https://avatars.steamstatic.com/c97c73485428027cab14d0c4e4d551f17134a42a_full.jpg,399,236,20,8,4.2,6.6,13.6,677.05,1271.35
Nelz,Argentina,andreyimmersionsolo,1257316688,Nelz,,https://avatars.steamstatic.com/808c9293de917e41ac8650c571a35999744b81ff_full.jpg,1348,712,20,10,5.4,4.8,6.9,691.5,1092.6
No[o]ne-,Australia,PARIVISION,106573901,No[o]ne-,,https://avatars.steamstatic.com/7aac4cbece8785b0070626caa7da990bf498a8d4_full.jpg,6049,3586,20,11,5.5,3.8,14.0,614.65,833.65
takizawa,BO,VP.Prodigy,312542697,takizawa,,https://avatars.steamstatic.com/58f6a66eec0416adc9cd1b4d6878cff8e682c90c_full.jpg,5328,2758,20,11,6.95,3.55,11.7,596.75,744.15
seicex,BY,ya sosal,891997306,seicex,,https://avatars.steamstatic.com/4279655ed7ee91d0a65acecc0401d47f19a1ca8f_full.jpg,3936,2050,20,10,6.6,9.2,15.2,499.25,695.25
Duster,Brazil,CDUB Esports,116525052,Duster,,https://avatars.steamstatic.com/3d2cec38eab198879db1d0108dfff7c54889649f_full.jpg,9835,5320,20,9,7.85,7.9,15.0,457.95,594.75
y`,China,Team Tidebound,111114687,y`,,https://avatars.steamstatic.com/7d7c866e2d2cd65016bb90c8552da63f597bd422_full.jpg,15883,8703,20,8,2.2,6.6,14.35,307.35,462.6
BOOM,Czech Republic,Team Secret,190826739,BOOM,,https://liquipedia.net/commons/images/8/81/BOOM_PGL_Wallachia_Season_1.jpg,19240,10178,20,5,2.95,5.0,10.5,517.35,618.5
</tatsumi>,DZ,Freaky Team,1057096010,</tatsumi>,,https://avatars.steamstatic.com/baccf9d0f1ea5e9464bb27f05aaecdc7b41263c8_full.jpg,2336,1132,20,12,6.9,10.1,14.65,395.8,566.55
stresspresso,Germany,Wildcard,1202001315,stresspresso,,https://avatars.steamstatic.com/80c718155c86d88b271a518449e7f5ddea6b23fc_full.jpg,2827,1359,20,12,3.0,8.55,17.1,281.75,488.0
Varizh,Indonesia,REKONIX,118559150,Varizh,,https://avatars.steamstatic.com/1e1366dd9b6017e68901c4149e582c377b84cb3e_full.jpg,10106,5333,20,4,2.1,6.25,12.1,287.5,426.85
throw down your tears,JP,godtearz,1272611668,throw down your tears,,https://avatars.steamstatic.com/45423fe2569cf239e60ef339c34ae152363e2efc_full.jpg,193,95,20,9,9.4,4.25,7.7,1109.95,1779.75
Example,Kazakhstan,IMMORTAL,1071319099,Example,,https://avatars.steamstatic.com/8442685651231b08503c282a75c5f324df2ae085_full.jpg,1402,771,20,10,8.2,5.45,9.05,1078.85,1834.15
Eren,Malaysia,Team Disillusion,835676420,Eren,,https://avatars.steamstatic.com/8166d5bf88c3d2ec7b54c07c089b58eaccac6f42_full.jpg,5356,2749,20,12,3.3,6.7,15.25,344.0,486.35
11,Mongolia,IHC,377594124,11,,https://liquipedia.net/commons/images/8/8e/11_2024_IHC_Esports.jpg,12710,6593,20,9,8.45,5.25,9.25,575.75,779.3
JP,Peru,NoLimitsGaming,370600515,JP,,https://avatars.steamstatic.com/d854e478217d2699aafb18ea4ca811bc041da7e2_full.jpg,5303,2790,20,8,5.4,3.3,8.1,585.75,658.2
Z i p,Philippines,Malicious Molesters,374229025, Z i p ,,https://avatars.steamstatic.com/5e9c9c005449baf46f64ca97055697c9424e9f48_full.jpg,756,416,20,12,10.5,4.6,12.45,1421.35,2248.0
N1KS_Ail,Russia,Outcast,1485202207,N1KS_Ail,,https://avatars.steamstatic.com/da667d741e1b8ffa363131ce3d5c95d6891c3193_full.jpg,1033,538,20,7,7.75,8.1,12.95,548.6,698.45
Masaros,Thailand,BLEED,184138153,Masaros,,https://avatars.steamstatic.com/528a45c59b6b37e9090894e6bf8958fd859f7428_full.jpg,15720,8321,20,5,5.85,6.3,10.3,496.55,636.9
striker,Turkey,Papsakaya Mogila,201590698,striker,,https://avatars.steamstatic.com/023d4a2c060cad7fd1d3ac5453a63a4c77a96e31_full.jpg,588,367,20,10,11.45,4.6,8.95,684.05,909.45
Lumpy,UNK,beastcoast,118948666,Lumpy,,https://avatars.steamstatic.com/42fe28942d38a83b0a8f7b6484e4d1196c21c823_full.jpg,5778,3104,20,5,5.45,5.5,9.15,664.05,916.6
Licht 神,Ukraine,felt,925407683,Licht 神,,https://avatars.steamstatic.com/5a4226d8cd33418a88af5847cfa19fb9a8e2f08c_full.jpg,5890,3085,20,10,6.85,5.15,11.45,583.8,668.7
Yuha,United States,Team Hoho,1921028334,Yuha,,https://avatars.steamstatic.com/db8b6aac463e3440a06e71fcaa0a7858fe16d3ca_full.jpg,397,223,20,7,8.25,7.25,13.95,569.3,789.95
4real,AX,Xplosion,902808020,4real,,https://avatars.steamstatic.com/71901004b276026f74ee7f559e048f8793c9c655_full.jpg,2116,1078,20,10,4.55,9.9,16.7,299.75,492.55
eiytwo,Afghanistan,star shop's society,1539501562,eiytwo,,https://avatars.steamstatic.com/04a362fac7ae63a7bfacdea3a7017afdc0e48003_full.jpg,318,163,20,13,14.7,6.4,14.65,587.6,829.15
Ussy,Albania,4 Lesha's anchors,307818380,Ussy,,https://avatars.steamstatic.com/52242694120030ca1811db68bd72feae3320adb4_full.jpg,273,146,20,5,3.85,7.85,11.45,344.7,473.7
Hermit,Argentina,South Team,145372258,Hermit,,https://avatars.steamstatic.com/1fd95eb279c72771290b03d4eec05e99c59ad613_full.jpg,7163,3938,20,7,4.0,5.95,10.15,442.45,526.45
Lissex,BO,Qhali,322010194,Lissex,,https://avatars.steamstatic.com/c039695afcab10cad5f195b1aef9dbef9bc754d8_full.jpg,3239,1721,20,11,5.65,2.9,10.85,520.95,621.0
JIowl,BY,Pobrydim,1244435864,JIowl,,https://avatars.steamstatic.com/3fed91f5a63fa1d1408403a87667d20e8fa92d4d_full.jpg,2224,1239,20,12,8.7,8.45,10.8,1351.15,2057.45
mamorim,Brazil,Avalanche eSports,367647343,mamorim,,https://avatars.steamstatic.com/80dd8e213912db120cf262355730d66dac8894cd_full.jpg,8410,4300,20,12,9.55,5.85,12.0,600.7,779.85
flyfly,China,Yakult Brothers,168028715,flyfly,,https://avatars.steamstatic.com/95b4f68da15993c2a33fb26da38f387a6b2d3a3a_full.jpg,12443,6926,20,6,6.45,4.2,6.45,615.55,708.95
Supream^,Czech Republic,ITB.Shuffle,58513047,Supream^,,https://avatars.steamstatic.com/6aea6022e4f075157ad69a2dde6ed99890801f4b_full.jpg,10941,5868,20,9,6.45,4.05,11.0,519.2,662.85
planet,DZ,Vici Gaming,150961567,planet,,https://avatars.steamstatic.com/2d2dcb093d581353bba24df1aaef7ec558425197_full.jpg,8242,4604,20,8,1.95,5.4,13.4,293.3,470.0
Johnny,Germany,GGNG,133682196,Johnny,,https://avatars.steamstatic.com/b852cd3284db645e6a7a92b04538c0836d4039f9_full.jpg,10263,5399,20,11,5.1,6.4,11.35,414.5,511.1
dalul,Indonesia,REKONIX,155447692,dalul,,https://avatars.steamstatic.com/967d4b8d41033e2ac465c8304d101986d38c6bc6_full.jpg,9282,4992,20,4,2.9,6.2,11.8,303.45,471.05
I r e z u m i <,JP,irezumi,444301916,I r e z u m i < ,,https://avatars.steamstatic.com/a602f1162e47a2c5663805a049251e1ad5e32ac5_full.jpg,2410,1366,20,9,9.15,9.1,14.05,650.0,1013.85
Orsted,Kazakhstan,B-Komachi Fan Club,1224036561,Orsted,,https://avatars.steamstatic.com/4caaec197429b4628625b42a9f0fb12ff31362a2_full.jpg,2223,1143,20,11,10.0,7.85,9.45,755.85,1081.45
zeal,Malaysia,BLEED,147767183,zeal,,https://avatars.steamstatic.com/34cab40a8eb86a73d3a179ed6ae834e5d103eb1b_full.jpg,19059,10353,20,10,3.95,5.2,11.3,534.1,658.75
RTB.,Mongolia,AKUMAS,458191763,RTB.,,https://avatars.steamstatic.com/c5c41d450826025e4089c4f1a5231d40817b4680_full.jpg,1389,725,20,7,7.35,5.95,7.0,694.15,937.65
Tiburoncin,Peru,Qhali,338769995,Tiburoncin,,https://avatars.steamstatic.com/b9653c3e7a3d0fae23314cda05a5c17c15708f80_full.jpg,12133,6364,20,8,6.85,3.55,8.4,666.85,813.0
nyds-,Philippines,Lil Baws,308001251,nyds-,,https://avatars.steamstatic.com/a0553efd8d479d7ef871dc032f25905662d71cfb_full.jpg,539,261,20,11,7.25,6.95,18.1,626.35,922.45
sh1buya,Russia,TheBobers,392533294,sh1buya,,https://avatars.steamstatic.com/d6b650ae857d44a01a149e33c59f586f1aae80b2_full.jpg,3634,1851,20,8,6.55,8.25,14.35,495.8,665.1
Zx,Turkey,Wolf Warriors †,1708202446,Zx,,https://avatars.steamstatic.com/444a3f7a25a18c640de611cfddfefc58b00aa480_full.jpg,541,283,20,9,3.15,11.45,13.1,317.95,419.75
Fakz,UNK,Ryodan Esports,1301879718,Fakz,,https://avatars.steamstatic.com/e381d8aafeaaad11a19e6bd274f43c41daebd33a_full.jpg,463,241,20,8,6.45,10.95,16.75,439.85,601.45
Dima,Ukraine,OG,364681029,Dima,,https://avatars.steamstatic.com/272486b326b0d7519c4aced33281c78bda99f9bd_full.jpg,3439,1733,20,7,3.05,9.45,15.35,311.65,441.75
Bloody Nine,United States,DogChamp,59752811,Bloody Nine,,https://avatars.steamstatic.com/0f17f338cae84744827a7b1faa312415886a763d_full.jpg,18685,9873,20,10,5.15,6.4,15.3,389.55,531.8
poppy_bo,AX,AVULUS,210494519,poppy_bo,,https://avatars.steamstatic.com/a94e624b48a70eb10648eeef2f5cf13e3b576db2_full.jpg,2866,1536,20,8,3.35,9.1,16.95,392.4,648.1
Y79asfb,Afghanistan,Polikarpicks,417992732,Y79asfb,,https://avatars.steamstatic.com/0eabc784ab2233f185dd69300822d017e1f47aa8_full.jpg,1959,1091,20,10,7.8,6.4,12.15,563.4,733.9
deolaro,Albania,твига пор вида,1241853694,deolaro,,https://avatars.steamstatic.com/596f0d5b554586ded7fb665cb659fa07522be89a_full.jpg,2890,1493,20,9,8.95,8.5,13.7,579.45,747.0
iZya,BO,Messier83,257418555,iZya,,https://avatars.steamstatic.com/81f65c741d93e5e0ad559fd899ff0fad46e0e5ab_full.jpg,4703,2473,20,9,9.7,7.85,9.8,1224.7,1923.65
fated,BY,1win,1733936428,fated,,https://avatars.steamstatic.com/47ef89399a43eff6bdfac3ffaf0b757264fcc680_full.jpg,99,45,20,6,3.8,7.15,6.1,704.35,1207.45
Sumer,Brazil,HUNGRY DRAGONS,1084642475,Sumer,,https://avatars.steamstatic.com/fc9160a3629c1c868182c22bb36253c87f7df150_full.jpg,3805,2052,20,8,8.3,5.2,8.0,679.05,807.55
Xwy,China,spiky gaming,255219872,Xwy,,https://avatars.steamstatic.com/c61de958a6b2fa5d8f743a72acbc8243867b2247_full.jpg,3281,1894,20,5,5.8,3.65,8.6,520.25,622.25
taF,Czech Republic,BŮČCI 5 VŮNÍ,232356398,taF,,https://avatars.steamstatic.com/fdc5662d04b384967d93168cd55f5b7211c93b6a_full.jpg,3766,2111,20,10,9.5,5.55,12.35,567.35,702.4
w1n0ff,DZ,sours,1193687710,w1n0ff,,https://avatars.steamstatic.com/600a54e62405d2696730eabca74233adfd9aea7e_full.jpg,404,192,20,7,12.05,9.5,15.6,634.45,944.05
Senpai,Germany,DCE,840533252,Senpai,,https://avatars.steamstatic.com/d3348063ae6895d3c4b61f2615726765854dfba0_full.jpg,2444,1271,20,10,10.55,7.2,11.95,1154.5,1953.25
Marshalll,Indonesia,322 Official,914037134,Marshalll,,https://avatars.steamstatic.com/a2fe582324546e62981c6d9f262d810c86842548_full.jpg,2375,1201,20,8,5.85,8.5,16.65,407.55,622.45
医者watson`,Kazakhstan,Team Yandex,171262902,医者watson`,,https://avatars.steamstatic.com/809638dec657480bf5cf4305a8b3ae2a00f02a8f_full.jpg,12963,6984,20,15,10.25,1.95,10.25,753.35,905.3
Ghost,Malaysia,Nigma Galaxy,148818506,[GHOST],,https://avatars.steamstatic.com/dc6e31b543f29960b571062824afdd0f063cb54e_full.jpg,68,30,20,8,7.4,7.7,13.8,534.1,757.95
seimei,Mongolia,Team Tough,242835570,seimei,,https://avatars.steamstatic.com/faa1ac0e06f2825f9b1497a63c360482fe2a4acc_full.jpg,4240,2346,20,13,3.6,3.7,13.7,508.3,674.15
xhristian,Peru,Team Inca,133006937,xhristian,,https://avatars.steamstatic.com/d00849ecedd2bd5b5ff2ff1e4db67bc41a165860_full.jpg,737,341,20,9,7.1,8.8,15.0,526.25,814.65
Natsumi,Philippines,Talon,355168766,Natsumi,,https://avatars.steamstatic.com/52432b14f43768a098e067786b031f3a71000773_full.jpg,10380,5624,20,7,6.15,3.5,7.0,682.75,803.7
someonedieyoung,Russia,deadwalkers,324925630,someonedieyoung,,https://avatars.steamstatic.com/d6533f38816cfecad321a65968760197337d7c4b_full.jpg,522,261,20,8,7.15,7.85,13.8,521.65,807.2
charlie,Sweden,Alliance,122049498,charlie,,https://avatars.steamstatic.com/ad9330f4143e95539bfd6fa67595495f1d3f2439_full.jpg,15559,8222,20,10,10.95,4.55,10.0,731.85,966.85
ICEICE,UNK,Team Zero,102644565,ICEICE,,https://avatars.steamstatic.com/947a7ab542c6c6206f241cd72128c4187c1d97d6_full.jpg,15980,9323,20,14,2.75,6.45,14.7,331.35,461.9
wellplaYed `,Ukraine,Teikō,840076681,wellplaYed `,,https://avatars.steamstatic.com/26e12fb1802daf5f82f83b7a5a0368a6e0e983a4_full.jpg,2769,1381,20,11,7.7,8.8,15.6,528.15,810.75
hatred,United States,hatred,850569434,hatred,,https://avatars.steamstatic.com/3aa3beaa480cc2ea60151dac4f65ba19f23ad6cc_full.jpg,292,147,20,7,8.3,9.3,15.85,539.05,881.75
votememe,AX,Пенисологи,1064926618,votememe,,https://avatars.steamstatic.com/e95995c44f6ec500485b6d7066d2d379802bbc39_full.jpg,652,346,20,7,10.75,6.3,12.55,602.4,965.25
senseles,Afghanistan,spirit,886469493,senseles,,https://avatars.steamstatic.com/00e054cb5feb0301732edf00d7003b0306a65140_full.jpg,1783,916,20,12,7.85,7.4,15.25,563.15,822.1
Arpaf2331,Albania,Guardians of Hearts,1552234135,Arpaf2331,,https://avatars.steamstatic.com/fc6114abe3045ffd8184842efde2e28f469c366e_full.jpg,683,350,20,10,7.45,7.6,12.7,444.55,681.75
Wisper,BO,HEROIC,292921272,Wisper,,https://avatars.steamstatic.com/a499b7dbf85483f3cf187db74c2c7d24fffa9e0c_full.jpg,14305,7876,20,9,5.8,4.45,11.9,603.5,756.75
zerokiryuu,BY,gdedifferencebro?,1116773427,zerokiryuu,,https://avatars.steamstatic.com/85c48e07ee963c35015da2110509887063b8a15d_full.jpg,2089,1075,20,12,9.95,6.6,13.5,598.95,881.85
SeKai-,Brazil,Nethercore,164213148,SeKai-,,https://avatars.steamstatic.com/be46ea8039f11d40797a220fbfaeac5601a50a44_full.jpg,13765,7134,20,19,12.95,1.65,14.55,639.9,737.6
Eurus♪,China,River,1011413017,Eurus♪,,https://avatars.steamstatic.com/06a5212fc4475e82cf378bf688744894ebf159d3_full.jpg,1595,838,20,17,8.2,3.95,14.15,580.25,713.05
killa62,DZ,China Players,1023666038,killa62,,https://avatars.steamstatic.com/eecc6bc8fa6830509113300d15a434cb6001f743_full.jpg,565,283,20,9,10.0,9.85,16.2,569.9,802.15
tOfu,Germany,Team Liquid,16497807,tOfu,,https://avatars.steamstatic.com/a0aca11d96d24ee6796bc8017fe7d988ac69006d_full.jpg,6156,3751,20,12,3.0,5.75,16.1,358.85,495.7
Nyao,Indonesia,REKONIX,168361176,Nyao,,https://avatars.steamstatic.com/32bf36c438f0c78916cafbe7477460a467b005db_full.jpg,6131,3286,20,16,11.05,3.95,15.45,622.55,802.4
kaoruko,JP,arisenawa,1298611697,kaoruko,,https://avatars.steamstatic.com/a5ba546b3a90e0a26f328eaf1f5c50948b1be5a7_full.jpg,242,118,20,10,6.8,7.25,7.1,1047.55,1709.95
aikko,Kazakhstan,Emptiness Depletion,451204586,aikko,,https://avatars.steamstatic.com/fe7084286b05b69ebdca6dfae101c3c634fae96f_full.jpg,5201,2772,20,8,8.95,6.6,7.55,674.75,862.4
st01c,Malaysia,322 Official,56811243,st01c,,https://avatars.steamstatic.com/361ab4d549d637f7042e8ebfb531882e6cc1dc4f_full.jpg,4559,2258,20,11,3.95,6.35,19.7,405.5,641.7
NARMAN,Mongolia,Geek Fam,343084576,NARMAN,,https://avatars.steamstatic.com/70243673534acce1142f095ce00e07c8773ac889_full.jpg,10279,5571,20,17,3.0,4.3,18.2,330.45,473.3
Guré Léiman,Peru,Lava Esports,179284293,Guré Léiman,,https://avatars.steamstatic.com/7eddc6c166fc459f449ed0ca958db9b903b6355f_full.jpg,18572,9679,20,8,3.4,7.85,13.35,346.15,472.4
Eno,Philippines,Sovereignty Gaming,1136380909,Eno,,https://avatars.steamstatic.com/8b5682c45be1d98032afcd1e8a433d98a9525ede_full.jpg,1714,902,20,10,13.2,6.8,16.15,603.3,746.3
rng,Russia,Raven Squad,167874436,rng,,https://avatars.steamstatic.com/8a580cf0c28261013590db5cc61a860d8aad0644_full.jpg,9818,5006,20,10,10.35,6.55,10.6,614.9,863.5
(6pos),Sweden,Literium Team,315205221,(6pos) ,,https://avatars.steamstatic.com/63bae6b404b1af5e9995aab27890d32cf4b5c467_full.jpg,2689,1284,20,5,4.8,9.9,12.9,553.85,897.4
Sixty9blade,UNK,Team 1qually,427154961,Sixty9blade,,https://avatars.steamstatic.com/627a3741bab5e14f957e6a5570ca92a8f00be8e1_full.jpg,1765,805,20,9,11.85,8.0,8.9,634.7,910.45
Dorami,Ukraine,Brewmaster's Children,1626532619,Dorami,,https://avatars.steamstatic.com/0e7a8baacf6d0883181ffbeac51fc040c16a5576_full.jpg,1518,750,20,11,8.65,9.25,12.9,617.45,1009.85
iRtDPC,United States,ESPORT SQUAD,450690203,iRtDPC,,https://avatars.steamstatic.com/9ccb4a7ed6cfedbccf73695e4b523ecb8240a2d2_full.jpg,635,313,20,8,4.35,5.65,9.65,839.55,1524.85
cybertolyan,AX,4Anchors+1,143319170,cybertolyan,,https://avatars.steamstatic.com/c14396b4899114b1cb0971f59cbad7a3ac7975ea_full.jpg,6357,3166,20,14,14.35,5.05,14.55,674.5,912.55
bebebbebebeeb,Afghanistan,Koroli Doti,914093625,bebebbebebeeb,,https://avatars.steamstatic.com/6665b0dba2b5568ff72c301963f43131ac24cfe4_full.jpg,1318,670,20,5,6.65,7.45,16.45,740.2,1226.5
psychovert <,Albania,P9,489259641,psychovert <,,https://avatars.steamstatic.com/add53f003fcd84b04794fa077b1be4cf3e5ec13d_full.jpg,5030,2672,20,13,9.15,6.8,12.5,1178.25,1812.25
Fishman,BY,1w Team,127565532,Fishman,,https://avatars.steamstatic.com/ae5de69f846bd24fc67b5fd1254d414de8471649_full.jpg,9931,5356,20,7,2.3,7.55,11.05,271.7,371.8
Fatzin,Brazil,Balrogs  Esports™,126174633,Fatzin,,https://avatars.steamstatic.com/cc4ad11958b3e8a545f64554884bd78270c9c095_full.jpg,11061,5860,20,11,8.25,4.45,13.15,858.05,1274.4
Yakult,China,Yakult Brothers,86785208,Yakult,,https://avatars.steamstatic.com/1c0b5c37a442a2d39f32902ec42f2e26ba6a142e_full.jpg,14481,7600,20,8,8.2,5.75,10.15,633.0,910.95
azverin7,DZ,Free For All,57674647,azverin7,,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,6049,3009,20,13,8.35,10.9,15.85,443.15,593.7
Jabbz,Germany,Team Liquid,60943014,Jabbz,,https://avatars.steamstatic.com/cee617f26b9504fcb7391ecdd5b06272afbbec75_full.jpg,12873,7261,20,13,10.7,6.0,15.25,611.05,783.1
Coffee-,Indonesia,Velociteam,1044044936,Coffee-,,https://avatars.steamstatic.com/1f77acfc3d7871c20f8ac16ed2db5bea46ff8b17_full.jpg,1803,948,20,4,7.05,6.45,13.9,510.8,796.4
~putlong,JP,Rechel Buddies,239725987,~putlong,,https://avatars.steamstatic.com/41c5a5e1380d0d044aa5204bf79b412e97ca543f_full.jpg,3120,1553,20,11,5.7,7.3,10.9,888.6,1345.7
gar,Kazakhstan,Arcane Rune,1094838468,gar,,https://avatars.steamstatic.com/9b250197189d10deccb1b6f3f6b02cd693cccffd_full.jpg,1224,630,20,7,4.4,6.75,14.2,612.3,1115.3
ponyo,Malaysia,Talon,293904640,ponyo,,https://avatars.steamstatic.com/1a733cea9769f7ee6e29c0d22080cf419b7cdecc_full.jpg,13929,7490,20,16,3.65,5.8,18.8,340.2,445.05
Elmisho,Peru,beastcoast,1031547092,Elmisho,,https://avatars.steamstatic.com/c4af697e2172a98063f9ab68f2d0913e9273cae9_full.jpg,6027,3371,20,9,2.55,7.15,13.85,303.1,412.95
Strixx,Philippines,2131qeqwe,366496640,Strixx,,https://avatars.steamstatic.com/40f14705ee2f36e993cd16f97bd1406ee08e3132_full.jpg,536,274,20,9,7.0,9.0,13.95,459.25,623.6
SayoNaraッ,Russia,paqoe team,1128253510,SayoNaraッ,,https://avatars.steamstatic.com/5c021d1be766675e35a5268dd95a712f458d82c3_full.jpg,618,300,20,9,9.4,7.05,12.3,819.95,1336.5
m1CKe,Sweden,Team Liquid,152962063,m1CKe,,https://avatars.steamstatic.com/71670af158159d9acc268ffebb6974efd685fb71_full.jpg,5836,3382,20,12,9.1,4.1,8.75,671.85,778.3
Rikudō疼痛,UNK,X3,896591182,Rikudō疼痛,,https://avatars.steamstatic.com/730dbc0f537070ffcf22a788a8a53adeebc0fc63_full.jpg,890,477,20,8,4.25,7.4,12.35,416.25,635.0
KILLKILLON,Ukraine,Bonjour Team,1241633993,KILLKILLON,,https://avatars.steamstatic.com/6b2adb1efd3ab54a012e3cb197814000b508b2e8_full.jpg,812,412,20,12,7.75,7.2,17.35,674.2,1091.65
Scourge McDuck,United States,The Cut,85367644,Scourge McDuck,,https://avatars.steamstatic.com/12898288b93ef873f3eb09822eb2187adf60bc6f_full.jpg,15814,8356,20,6,6.3,6.35,11.25,532.85,691.4
Komuro,AX,Winners,254475276,Komuro,,https://avatars.steamstatic.com/37c85affa14f154f661f3788245fa64b8f45a56a_full.jpg,6189,3319,20,12,10.05,5.65,9.7,707.6,918.95
Wizard,Afghanistan,DF JUNIOR,1518984397,Wizard,,https://avatars.steamstatic.com/7ed03c175c299cf5ef619dc7a3fc5beebe816790_full.jpg,1029,519,20,8,8.35,8.1,11.95,511.95,721.0
suuuyyyyy!!!,Albania,BEZMAM ESPORTS,1527303102,suuuyyyyy!!!,,https://avatars.steamstatic.com/04f21bedbc06275028b3173893b139e41694af8a_full.jpg,1261,601,20,10,8.25,7.2,11.7,572.45,794.55
Egx,BY,VP.Prodigy,1054936816,Egx,,https://avatars.steamstatic.com/c049612eddf211218be0aa1dbd41ea42e323d9e4_full.jpg,1695,881,20,6,6.45,3.2,6.1,624.65,783.45
nuages,Brazil,Infamous Gaming,86818655,nuages,,https://avatars.steamstatic.com/980d28ea055eb653f9644f8a48843a8fc9f24f3c_full.jpg,16406,8990,20,8,6.7,7.45,13.7,938.8,1573.1
Tianming,China,Xtreme Gaming,158847773,Tianming,,https://avatars.steamstatic.com/2cf38decb70f465ee10cf81e200e36bdc5e5be14_full.jpg,14057,7485,20,6,1.95,6.9,12.8,281.7,431.45
v1olent–,DZ,L1GA TEAM,125445069,v1olent–,,https://avatars.steamstatic.com/2a03c8a598922aca1e514315158cea12a9234838_full.jpg,11473,6074,20,10,7.9,3.4,8.75,702.85,823.6
JupLek,Indonesia,The Monkey Geniuses,225817198,JupLek,,https://avatars.steamstatic.com/62c4bd71cffce6910cad34bcc3f157652db8c840_full.jpg,226,102,20,11,8.65,6.45,12.35,768.9,1116.25
Weamer,Kazakhstan,ONEMANARMY,1296161000,Weamer,,https://avatars.steamstatic.com/706aa5973b9a29d5f21098ff123ad04f80ce1792_full.jpg,1396,729,20,11,15.55,6.4,11.2,638.95,885.1
